link,title,location,price,summary_description,square_meters,rent,number_of_rooms,deposit,floor_level,building_type,available_from,balcony_garden_terrace,remote service,completion,ownership,rent_to_students,equipment,media_types,heating,security,windows,elevator,parking_space,build_year,building_material,additional_information
https://www.otodom.pl/pl/oferta/rezerwacja-komfortowa-kawalerka-po-remoncie-ID4oINn,REZERWACJA. Komfortowa kawalerka po remoncie.,"Piekary Śląskie, śląskie",1 304 zł,"Oferujemy Państwu możliwość wynajęcia komfortowej kawalerki na osiedlu Wieczorka

Piekary Śląskie, ul. Jana Pawła II 53


Mieszkanie po generalnym remoncie, kompletnie wyposażone szuka pierwszego najemcy.

Wyremontowane i zaaranżowane  z dbałością o każdy aspekt techniczny, praktyczny i estetyczny.

Powierzchnia mieszkania: 30 m2 (parter).

CO miejskie, domofon, dodatkowo przynależna piwnica, balkon oraz liczne miejsca parkingowe przed blokiem.

Mieszkanie składa się z: odrębnej kuchni, salonu, łazienki z wc oraz przedpokoju.

Lokal został wyposażony w niezbędne meble oraz AGD takie jak: 

piekarnik, 
kuchenka gazowa
pralka, 
lodówka, 


W pobliżu:


restauracje i punkty gastronomiczne


dyskonty spożywcze


centrum handlowe


kino


apteki


banki


park


szkoły


przedszkola


placówki służby zdrowia


przystanki komunikacji miejskiej


centrum Piekar Śląskich


szybki bezpośredni wyjazd do obwodnicy Piekar Śląskich, węzła A1


szybki dojazd do Tarnowskich Gór, Bytomia, Gliwic, Chorzowa, Katowic


Mieszkanie posiada świadectwo charakterystyki energetycznej, EP= 214,18 kWh/(m2 · rok)


Najem na podstawie umowy najmu długoterminowego: najem okazjonalny - notariusz. 

Czynsz najmu wraz z płatnością czynszową do wspólnoty: 1680 PLN.
Dodatkowo płatność za media (prąd, gaz oraz woda) zgodnie ze wskazaniami liczników.

Kaucja zwrotna: 2700 PLN

Nie pobieramy prowizji od najemcy.

Ogłoszenie biura nieruchomości. Na wyłączność.Powyższy opis nie stanowi oferty w rozumieniu art. 66 i następnych K.C.
Jego treść może podlegać aktualizacji.",30 m²,376 zł/miesiąc,1,2 700 zł,parter/4,blok,,balkon,Obsługa zdalnaFilm,do zamieszkania,biuro nieruchomości,tak,"lodówka, meble, kuchenka, pralka",brak informacji,miejskie,domofon / wideofon,plastikowe,nie,brak informacji,brak informacji,brak informacji,"piwnica, oddzielna kuchnia"
https://www.otodom.pl/pl/oferta/2-pokoje-nowe-budownictwo-niski-czynsz-ID4ooEH,"2 pokoje Nowe budownictwo, niski czynsz!","Środula, Sosnowiec, śląskie",2 300 zł,"ZADZWOŃ 790 843 040Pamiętaj, że współpracując z HomeOn – biurem nieruchomości działającym na terenie Śląska i Zagłębia, otrzymujesz pełną obsługę.INFORMACJE I DANE TECHNICZNE Powierzchnia: 35.2 m2Piętro: 4Woda ciepła: Z miastaOgrzewanie: C.O. miejskieDostępne media: prąd , woda, kanalizacja, internet,Okna: PCVParking: ogólnodostępnyOPŁATY:Czynsz: 323.76 złOpłaty wg. liczników: prąd, woda, wywóz śmieciKaucja : w kwocie 3000 złNa wynajem komfortowe 2 pokoje mieszkanie w nowym budownictwie  z pełnym wyposażeniem. Nieruchomość zlokalizowana jest przy ul. Konopnickiej 82 (Nowa Środula). Budynek został wykończony w 2022 roku i posiada windę. Za Twoje bezpieczeństwo odpowiada ogrodzony teren, domofon a także kamery. Do mieszkania przynależy również prywatne miejsce parkingowe, które otrzymujesz w cenie. WYGODNY UKŁAD, który daje Ci pełną funkcjonalność.Centralnym punktem mieszkania jest duży i słoneczny salon z wyjściem  na przestronny taras. Bezpośrednio z salonu przechodzimy do w pełni wyposażonego aneksu kuchennego, który  sprawi, że pomieścisz w nim wszystkie najważniejsze elementy, dodatkowo zyskując przestrzeń do gotowania. Ustawny drugi pokój sprawdzi się jako komfortowa sypialnia. Łazienka wyposażona została w prysznic z odpływem liniowym.DOSKONAŁA LOKALIZACJA, z której wszędzie jest blisko!Nieruchomość zlokalizowana jest w dzielnicy Środula, która jest bardzo dobrze skomunikowana z Centrum oraz z całą Aglomeracją. W otoczeniu znajdziesz również liczne przystanki komunikacji miejskiej sklepy, park i Górkę Środulską, restaurację, piekarnię oraz liczne punkty usługowe.IDEALNY STAN TECHNICZNY i pełne wyposażenieW cenie otrzymujesz do dyspozycji nowe  wyposażenie;Kuchni – meble, płyta indukcyjna, lodówka, piekarnik, okapŁazienki – prysznic, pralka, umywalka, lustroSalonu – narożnik, szafka RTVSypialni – łóżko wraz z materacemMieszkanie, które dzięki lokalizacji będzie wygodnym miejscem do życia.MASZ PYTANIA?Skontaktuj się z nami tak, jak Ci wygodnie:Bartosz Bołdowski tel: 790 843 040e-mail:  Numer oferty: 17/13774/OMWNota prawna: Informacje dotyczące opisu nieruchomości podane są przez właściciela, mają charakter wyłącznie informacyjny i mogą podlegać aktualizacji. Oferta dotycząca nieruchomości stanowi zaproszenie do rokowań zgodnie z art. 71 Kodeksu Cywilnego i nie stanowi oferty określonej w art. 66 i następnych KC.Oferta wysłana z programu dla biur nieruchomości ASARI CRM ()","35,2 m²","323,76 zł/miesiąc",2,,4/6,blok,,,Obsługa zdalnaZapytaj,do zamieszkania,biuro nieruchomości,brak informacji,meble,brak informacji,miejskie,monitoring / ochrona,brak informacji,tak,garaż/miejsce parkingowe,2022,brak informacji,brak informacji
https://www.otodom.pl/pl/oferta/przytulne-umeblowane-2-pokojowe-mieszkanie-ID4oZqS,Przytulne umeblowane 2 pokojowe mieszkanie,"Klimzowiec, Centrum, Chorzów, śląskie",1 700 zł,"Do wynajęcia oferujemy przytulne 2 pokojowe mieszkanie o powierzchni użytkowej 43m3, położone w Chorzowie-Klimzowcu, przy ul. Młodzieżowej.Mieszkanie usytuowane na 5 piętrze 10 kondygnacyjnego wieżowca z wielkiej płyty, posiada rozkładowy funkcjonalny układ i  składa się z salony z wyjściem na balkon, półotwartej na salon na kuchni i barkiem, osobnej sypialni, łazienki z wc i przedpokoju. Do użytku Najemcy jest także piwnica.Mieszkanie znajduje się w bardzo dobrym stanie, po świeżo przeprowadzonym remoncie, bardzo czyste i zadbane, nie wymaga żadnych nakładów finansowych.Na ścianach w pokojach i przedpokoju położone gładzie gipsowe, w sypialni częściowo tapeta, na podłogach w pokojach i przedpokoju panele, w kuchni imitujące drewno. Łazienka razem z wc, cała w kaflach, na wyposażeniu wanna z szybą prysznicową. Kuchnia pod sporych rozmiarów zabudową z barkiem.Całe umeblowanie i wyposażenie widoczne na zdjęciach pozostaje do dyspozycji najemcy:Kuchnia: zabudowa kuchenna ze sprzętami AGD: lodówko-zamrażarka, zmywarka 60 cm, piekarnik, płyta indukcyjna, okap,Salon: sofa z funkcją spania, stół jadalny z krzesłami, stolik kawowyPrzedpokój : szafa ubraniowa, szafka na buty,Sypialnia: łóżko małżeńskie z materacem, szafa przesuwna.Łazienka: pralka, szafki wiszące, szafka umywalkowaOgrzewanie centralne z sieci miejskiej, ciepła woda z piecyka gazowego. Wszystkie okna plastikowe. Blok z windą wielkiej płyty, ocieplony, klatka schodowa na piętrze zamykana na klucz i domofon.Miesięczne opłaty:Odstępne za wynajem: 1700 złCzynsz administracyjny: 560 zł (zawiera zaliczkę na C.O. i fundusz remontowy)Dodatkowo płatne wg zużycia media: zimna woda prąd, gaz (ok 220 zł/miesiąc)Kaucja zabezpieczająca: 3000 zł.Dużym atutem mieszkania jest jego bardzo dobra lokalizacja, na granicy Chorzowa i Katowic i w niedalekiej odległości od Parku Śląskiego. Bliskość linii tramwajowej, licznych przystanków autobusowych, a także pobliski wjazd na DTŚ i ulicę Chorzowską czyni miejsce znakomicie skomunikowanym. Dojazd do centrum Chorzowa komunikacją i samochodem zajmuje 5 minut, do Katowic 10 minut. W sąsiedztwie Lidl, Biedronka, liczne sklepy i punkty handlowo-usługowe, szkoła, przedszkole, plac zabaw. MIESZKANIE WOLNE DO WYNAJĘCIA OD 22 MARCA 2024",44 m²,560 zł/miesiąc,2,3 000 zł,4/10,,,balkon,Obsługa zdalnaZapytaj,,biuro nieruchomości,brak informacji,"zmywarka, meble",brak informacji,brak informacji,brak informacji,plastikowe,tak,brak informacji,brak informacji,brak informacji,oddzielna kuchnia
https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-na-os-piastow-bez-prowizji-ID4oZgt,2 pokojowe mieszkanie na os.Piastów. Bez prowizji,"ul. marsz. Józefa Piłsudskiego, Stary Sosnowiec, Sosnowiec, śląskie",700 zł,"Przytulne mieszkanie na wynajem dla singla lub pary. Dostępne od zaraz.Mieszkanie znajduje się na osiedlu Piastów ul. Piłsudskiego 94. W pobliżu Lidl, Stawiki, szkoły i przystanki kominikacji miejskiej.Koszty: Czynsz + odstępne 1790zł. Kaucja zwrotna 1800zł.Dodatkowo płatny gaz i prąd (ok 100zł).Mieszkanie dostępne od zaraz. Najem okazjonalny.Brak prowizji do biura.Zapraszam tel. 664 119 062Zainteresowany? Zadzwoń teraz i umów się na spotkanie online",33 m²,1 000 zł/miesiąc,2,1 800 zł,5/10,,,,Obsługa zdalnaZapytaj,,biuro nieruchomości,brak informacji,meble,brak informacji,brak informacji,brak informacji,plastikowe,nie,brak informacji,1978,brak informacji,brak informacji
https://www.otodom.pl/pl/oferta/zostan-pierwszym-najemca-po-remoncie-parking-ID4oZfn,Zostań pierwszym Najemcą po remoncie. Parking,"al. Wojciecha Korfantego, Śródmieście, Katowice, śląskie",1 450 zł,"Do wynajęcia mieszkanie w Superjednostce w Katowicach przy ul. Korfantego. Przed budynkiem bezpłatny parking dla mieszkańców.
ROZKŁAD POMIESZCZEŃDwa pokoje w układzie przechodnim, z pokoju dziennego wyjście na balkon. Oddzielna kuchnia, łazienka w kaflach z kabina prysznicową oraz wc. Przedpokój z zabudowaną szafą.
UMEBLOWANIENa życzenie Najemcy zostanie wstawione nowe łóżko do sypialni. Umeblowana kuchnia wyposażona w sprzęt AGD.
UDOGODNIENIA I STAN TECHNICZNYMieszkanie zostało odświeżone, pomalowane. Zostaną wstawione drzwi do sypialni W budynku ochrona, przed budynkiem miejsca parkingowe dla mieszkańców.Ogrzewanie centralne - miejskie (ściany grzewcze), ciepła woda z piecyka gazowego, na podłodze panele i kafle.
LOKALIZACJASerce Katowic, wszędzie blisko. Niedaleko dworzec, NOSPR, Spodek. Pełna infrastruktura miejska.
CZYNSZ NAJMU1 450,00 zł + opłaty do Spółdzielni + ogrzewanie, woda, prąd, gaz, wywóz nieczystości.Kaucja 1 czynsz.
KONTAKTPośrednik odpowiedzialny za wykonanie umowy Katarzyna Pokropek - licencja nr 19 670, tel. 796 177 107, (32)354 11 14.
POSIADAMY PONAD 16–LETNIE DOŚWIADCZENIE W OBROCIE NIERUCHOMOŚCIAMI.
Niniejsza propozycja nie stanowi oferty handlowej w rozumieniu przepisów kc, ma charakter informacyjny.
Polecam i zapraszam na prezentację.",37 m²,,2,,4/15,blok,,balkon,Obsługa zdalnaWirtualny spacer,do zamieszkania,biuro nieruchomości,tak,"lodówka, meble, piekarnik, kuchenka, pralka","telewizja kablowa, internet",miejskie,domofon / wideofon,plastikowe,tak,brak informacji,1970,inny,oddzielna kuchnia
https://www.otodom.pl/pl/oferta/katowice-ul-bytkowska-39m2-2-pok-ID4oZem,Katowice | Ul. Bytkowska | 39m2 | 2 pok,"Wełnowiec-Józefowiec, Katowice, śląskie",2 800 zł,"GHS ma przyjemność zaprezentować 2 pokojowy apartament o powierzchni 39 m2 znajdujący się w Katowicach na ul. Bytkowskiej.APARTAMENTApartament znajduje się na pierwszym piętrze budynku, na co składa się:- salon z aneksem kuchennym,- sypialnia I,- łazienka- garderoba,- balkon.DODATKOWE INFORMACJE- dostępne od zaraz,- możliwość obejrzenia od zaraz,- ogrzewanie miejskie,- nowe budownictwo,- miejsce parkingowe przypisane do mieszkania,LOKALIZACJA- bardzo dobra komunikacja miejska w pobliżu,- otoczenie parków i lasów,- na przeciwko Parku Śląskiego,- 1 KM do Lasku Bytkowskiego,- 3,5 KM do Silesia City Center.CENA2 800 PLN cena najmu,+ 500 PLN opłaty administracyjnej,+ media według zużycia.Serdecznie zapraszamy do obejrzenia nieruchomości.Kontakt:Mateusz Głowania+48 786 618 801Oferta wysłana z programu dla biur nieruchomości ASARI CRM ()",39 m²,500 zł/miesiąc,2,,1/5,apartamentowiec,2024-02-02,balkon,Obsługa zdalnaZapytaj,do zamieszkania,biuro nieruchomości,brak informacji,meble,brak informacji,miejskie,brak informacji,brak informacji,tak,garaż/miejsce parkingowe,2020,silikat,brak informacji
https://www.otodom.pl/pl/oferta/przestronna-kawalerka-w-nowym-apartamentowcu-ID4oZ2J,Przestronna kawalerka w nowym apartamentowcu!!!,"ul. Nomiarki 6, Chorzów II, Chorzów, śląskie",1 990 zł,"Przestronna kawalerka w nowym apartamentowcu. 10 minut od centrum Katowic.

Oferuję na wynajem jasną i ustawną kawalerkę z oddzielonym aneksem sypialnym oraz balkonem znajdującą się na 2 piętrze nowego osiedla Apartamenty Zweika w Chorzowie przy ulicy Nomiarki 6. Nieruchomość o powierzchni 28 m2 składa się z przestronnego salonu z aneksem kuchennym, oddzielonego aneksu sypialnego oraz łazienki wraz z toaletą. Do mieszkania przynależy zewnętrzne miejsce parkingowe płatne dodatkowo 100 zł.

Mieszkanie jest świeżo wykończone. Nikt wcześnie w nim nie mieszkał. Potencjalny najemca będzie pierwszą osobą, która się wprowadzi :-)  Lokal oraz woda ogrzewane są z sieci miejskiej, co gwarantuje niskie i stabilne koszty utrzymania.

Nowoczesna kuchnia wyposażona jest w zmywarkę, lodówkę z zamrażalnikiem oraz płytę indukcyjną.
W salonie znajduje się kanapa, stolik kawowy, szafka RTV, rozkładany stół z dwoma krzesłami oraz pojemna szafa. Oddzielona od części dziennej sypialnia ma duże i komfortowe łóżko, stolik nocny oraz dodatkową szafę.  Mieszkanie wyposażone jest w pralkę. W oknach zamontowane są zasłony oraz firanki. W bloku znajduje się także taras, który jest do dyspozycji dla wszystkich mieszkańców bloku oraz rowerowania.

Comiesięczny czynsz wraz z zaliczkami na wodę, ogrzewanie i fundusz remontowy wynosi 202 zł.

Wejście do budynku zabezpieczone jest domofonem.

Mieszkanie znajduje się w zielonej, cichej i spokojnej części Chorzowa. W bliskiej odległości znajdują się sklepy (Lidl, Leclerc) oraz tereny rekreacyjne. Mieszkanie znajduje się niedaleko wjazdu na DTŚ, dzięki czemu dojazd do centrum Katowic zajmuje około 10 minut.

Zapraszam do kontaktu.578 180 960
Odstępne 1990 zł + czynsz + media.
Kaucja 2500złMiejsce parkingowe dodatkowo 100 zł.",28 m²,202 zł/miesiąc,1,2 500 zł,2/6,apartamentowiec,,"balkon, taras",Obsługa zdalnatak,do zamieszkania,biuro nieruchomości,tak,"lodówka, meble, piekarnik, kuchenka, pralka",brak informacji,miejskie,"drzwi / okna antywłamaniowe, domofon / wideofon, monitoring / ochrona",plastikowe,tak,garaż/miejsce parkingowe,brak informacji,brak informacji,brak informacji
https://www.otodom.pl/pl/oferta/sokolska-towers-centrum-katowic-widok-15-p-ID4oZ2l,Sokolska Towers! Centrum Katowic/Widok!/15 P.!,"Śródmieście, Katowice, śląskie",3 000 zł,"Oferujemy do wynajęcia apartament na 15 pietrze z widokiem na panorame miasta w nowym apartamentowcu Sokolska Towers usytuowanym w centrum Katowic. Lokalizacja: Katowice, ul. Sokolska 30.W apartamentowcu to ostatnie piętro gdzie apartamenty mają balkony lub loggie. Ekspozycja zachodnia - bardzo słoneczne wnętrze!- Piętro 15- Liczba pięter w budynku 17- stan ""pod klucz""!APARTAMENT:Powierzchnia całkowita: 43,51 m2 w tym: powierzchnia APARTAMENTU: 39,71 m2 + KOMÓRKA LOKATORSKA 3.80m2 KTÓRA SĄSIADUJE Z MIESZKANIEM ŚCIANĄ KUCHENNĄ!Lokal składa się z otwartego przedpokoju przestronnego salonu z aneksem kuchennym, łazienki z wc z kabiną prysznicową, niezależnej sypialni oraz dużej loggi z widokiem na panorame miasta. Wejście na loggie zarówno od strony salonu i jak i sypialni.Mieszkanie wyposażone pod klucz tzn. w pełni wyposażona kuchnia w sprzęty agd, w salonie meble wolnostojące, w sypialni łóżko małżeńskie, zabudowane szafy w przedpokoju oraz sypialni i wiele innych.Inwestycja Sokolska 30 TOWERS:,Inwestycja składa się z dwóch siedemnastopiętrowych wież, połączonych ze sobą w trzech dolnych kondygnacjach. Na parterze obiektu znajduje się reprezentacyjne lobby z recepcją oraz dwa lokale usługowe. Pierwsze dwa piętra zostały zaprojektowane z myślą o powierzchniach biurowych, a także dodatkowej przestrzeni rekreacyjnej, w której znalazły się klub malucha oraz siłownia z sauną tylko do dyspozycji mieszkańców. Dach drugiego piętra, pomiędzy wieżami, projektant zaaranżował na zielone atrium. To idealne miejsce do odpoczynku, a także punkt spotkań mieszkańców. W budynkach zaprojektowano parking podziemny na dwóch kondygnacjach, komórki lokatorskie oraz miejsca postojowe naziemne. W trosce o bezpieczeństwo i komfort mieszkańców, w inwestycji zaplanowano całodobowy monitoring, energooszczędne oświetlenie oraz recepcję.Lokalizacja:Inwestycja znajduje się pod adresem Sokolska 30, w samym centrum Katowic, co zapewnia:- 5 minut spacerem Rynek Główny w Katowicach- dostęp do całej infrastruktury miejskiej, placówek oświatowych i kulturalnych- najbardziej znane budowle Katowic takie jak: Spodek, MCK, Muzeum Śląskie, Narodowa OrkiestraSymfoniczna Polskiego Radia, znajdują się zaledwie 10 minut spacerem- w promieniu kilkuset metrów znajdują się biurowce z oddziałami międzynarodowych korporacji- w bezpośrednim sąsiedztwie przystanki autobusowe, wjazd na drogę Krajową 79, z niej węzeł komunikacyjny DTŚ, DK86 oraz A4.- 700 metrów zlokalizowany jest Dworzec Główny oraz Centrum PrzesiadkoweCena ofertowa apartamentu: 3000 zł + media.Komórka lokatorska w cenie.ZAPRASZAMY. Klucze w biurze.","39,71 m²",,2,,> 10/17,apartamentowiec,,"balkon, taras",Obsługa zdalnaZapytaj,do zamieszkania,biuro nieruchomości,brak informacji,brak informacji,brak informacji,miejskie,brak informacji,brak informacji,tak,brak informacji,2022,brak informacji,brak informacji
https://www.otodom.pl/pl/oferta/poczuj-magie-krakowa-w-sosnowcu-ID4oYYE,Poczuj magię Krakowa w Sosnowcu,"ul. Krakowska, Maczki, Sosnowiec, śląskie",1 100 zł,"Przytulne i słoneczne 2-pokojowe mieszkanie w dzielnicy Maczki w Sosnowcu!To mieszkanie to idealna propozycja dla pary szukającej komfortowego miejsca do życia. Mieszkanie znajduje się na 1 piętrze w bloku z windą.Mieszkanie składa się z:Przestronnego salonu Oddzielnej kuchniSłonecznej sypialniŁazienki z prysznicemPrzedpokojuMieszkanie jest umeblowane i wyposażone w niezbędny sprzęt AGD. Dodatkowe atuty:Duże okna zapewniają dużo naturalnego światłaŚwietna lokalizacja - blisko centrum miasta, sklepów, restauracji, aptek, szkół i przedszkoli.Doskonała komunikacja z resztą miastaCena:Kaucja zwrotna: 2000 złCzynsz najmu: 1100 zł + opłata administracyjnaOpłata dla firmy: 1100 złSkontaktuj się z nami i umów się na prezentację!Telefon: 608475563Email: *Niniejsze ogłoszenie nie stanowi oferty handlowej w rozumieniu przepisów kodeksu cywilnego.*Oferta wysłana z programu dla biur nieruchomości ASARI CRM ()","48,99 m²",,2,,1/2,,,,Obsługa zdalnaZapytaj,,biuro nieruchomości,brak informacji,brak informacji,brak informacji,brak informacji,brak informacji,brak informacji,nie,brak informacji,1959,brak informacji,brak informacji
https://www.otodom.pl/pl/oferta/wolne-od-zaraz-3-pokoje-garaz-klima-balkon-ID4oYUL,"Wolne od Zaraz! 3 pokoje, garaż, klima balkon","ul. Słoneczna, Koszutka, Katowice, śląskie",2 600 zł,"Mieszkanie znajduje się w Katowicach - Koszutka przy ul.Słonecznej   ""Słoneczne Tarasy"".Nieruchomość znajduje sie na 3 piętrze w nowym apartamencie z 2022rMieszkanie składa sie z:- salonu z aneksem kuchennym - sypialni,- pokoju,- łazienki z WC,- przedpokoju,- komórki lokatorskiej oraz miejsca postojowego w garażu.Kuchnia wyposażona w:- lodówke z zamrażalnikiem- zmywarke- płyte indukcyjna- okap- piekarnikInformacje techniczne:– Powierzchnia użytkowa mieszkania: 53,8 m2– Ogrzewanie: miejskie– Ciepła woda: miejskie– Balkon- kLIMATYZACJAMiesięczny czynsz 3200zł (2600zł odstępne + 720zł opłaty do zarządcy) + media w zależności od zużyciaMiejsce postojowe w garażu podziemnym 200złKaucja zwrotna po okresie najmu 3500złWynagrodzenie dla biura nieruchomości - do uzgodnieniaNajem okazjonalny na min rokLokalizacja:- Do Spodka 1,4km- Ogród zoologiczny 3,2km- Silesia City Center 1,5km- Park Wełnowski 900m- Siłownia 550m- Lidl 180m- Żabka 200m- Stacja benzynowa 200mKlucze w biurze! Zapraszam na prezentację mieszkania!Osoba prowadząca: Paulina Rudy 577-911-299Oferta wysłana z programu dla biur nieruchomości ASARI CRM ()",53 m²,,3,,3/7,apartamentowiec,,,Obsługa zdalnaZapytaj,do zamieszkania,biuro nieruchomości,brak informacji,meble,brak informacji,miejskie,brak informacji,brak informacji,tak,brak informacji,2022,brak informacji,brak informacji
https://www.otodom.pl/pl/oferta/mieszkanie-36-m-myslowice-ID4oYQH,"Mieszkanie, 36 m², Mysłowice","ul. Fryderyka Chopina 30, Mysłowice, śląskie",2 000 zł,"Tylko w naszym biurze, mieszkanie dla osób pracujących , jednej osoby lub pary, bez zwierząt  i małych dzieci. Dostępne od marca 2024. 

Polecamy do wynajęcia lokal mieszkalny  położony w nowo powstałym osiedlu strzeżonym i monitorowanym całodobowo - Parku Moniuszki . Lokal  usytuowany  w apartamentowcu  przy skrzyżowaniu ulicy Chopina i Moniuszki w Mysłowicach na 1 piętrze. Składający się z aneksu połączonego z salonem, sypialni, przedpokoju, łazienki z w.c.  tarasu  i miejsca parkingowego naziemnego. Mieszkanie  wyposażone.  Aneks kuchenny  posiada ; płytę indukcyjną, piekarnik , zmywarkę, lodówkę z zamrażalnikiem. . Na wyposażaniu również  znajduje się pralka. Mieszkanie nowoczesne, przytulne oraz bardzo funkcjonalne. Łóżko sypialniane wyposażone w materac.  Ogrzewanie miejskie, podłogowe, Okna wyposażone w  rolety zewnętrzne, budynek zamykany domofonem, posiada windę. Odstępne wynosi 2000 PLN plus opłaty administracyjne ok 460 PLN z zaliczkami na media (woda , centralne ogrzewanie, wywóz nieczystości)  oraz dodatkowo  prąd wg zużycia .  Kaucja zwrotna 2.500 PLN. Preferowany najem okazjonalny, (umowa podpisana u notariusza) umowa min. rok. oraz wymagane jest ubezpieczenie OC najemcy (składka ok 150 PLN na rok)
Biuro nieruchomości pobiera jednorazowo prowizję w wysokości 2.000 PLN. 

Ofertę szczególnie polecamy ze względu do lokalizację. W pobliżu znajduje się piekarnia i cukiernia Michalski, restauracja, fryzjer, gabinety lekarskie, szkoły, przedszkola, przestanek komunikacji miejskiej . Szybki dostęp do S1,A4. ( ok 2 km), do centum Katowic trasa samochodem wynosi ok. 10 minut.
Biuro nieruchomości pobiera jednorazowo prowizję od Najemcy.  Zapraszamy do oględzin ;-)

 
Opis oferty zawarty na stronie internetowej sporządzany jest na podstawie oględzin nieruchomości oraz informacji uzyskanych od właściciela, może podlegać aktualizacji i nie stanowi oferty określonej w art. 66 i następnych K.C.",36 m²,460 zł/miesiąc,2,2 500 zł,1,blok,,"balkon, taras",Obsługa zdalnaZapytaj,do zamieszkania,biuro nieruchomości,brak informacji,"zmywarka, lodówka, meble, piekarnik, kuchenka, pralka",brak informacji,miejskie,"teren zamknięty, domofon / wideofon, monitoring / ochrona, rolety antywłamaniowe",plastikowe,tak,garaż/miejsce parkingowe,2021,brak informacji,brak informacji
https://www.otodom.pl/pl/oferta/park-slaski-siemianowice-planty-ID4oYO6,"Park Śląski, Siemianowice- Planty","Bytków, Siemianowice Śląskie, śląskie",1 850 zł,"===== VILLA CAPRI/// PARK ŚLĄSKI=====Do wynajęcia apartament w sąsiedztwie Parku Śląskiego- Siemianowice Śląskie- Planty!Mieszkanie zlokalizowane na pierwszym piętrze, kameralnego budynku. Na powierzchnie około 38m2 składa sie:- przedpokój- 2 szafy w zabudowie na wymiar- salon połączony z aneksem kuchennym:+ komplet wypoczynkowy+ komoda+ telewizor+ stolik kawowy+ zabudowa kuchenna z wyspą; lodówka, piekarnik, płyta, zmywarka, okap+ materac- łazienka z wanna, oraz toaletą; pralka, szafki łazienkowe- balkon: stolik z krzesłamiMieszkanie bardzo przestronne i jasne. Do wynajęcia od zaraz!Cena 1850 plus opłaty czynszowe i media ( około 700-800zł)Zapraszamy do oglądania!Arek ChrabąszczArt Property889 444 213",38 m²,650 zł/miesiąc,1,3 600 zł,1/4,apartamentowiec,,balkon,Obsługa zdalnaZapytaj,,biuro nieruchomości,brak informacji,"zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka","telewizja kablowa, internet",brak informacji,domofon / wideofon,plastikowe,tak,garaż/miejsce parkingowe,brak informacji,brak informacji,brak informacji
https://www.otodom.pl/pl/oferta/twoje-miejsce-na-ziemi-2-pokoje-w-sosnowcu-ID4oYMV,Twoje miejsce na ziemi - 2 pokoje w Sosnowcu,"ul. Krakowska, Maczki, Sosnowiec, śląskie",1 400 zł,"2-pokojowe mieszkanie w Sosnowcu przy ul. Krakowskiej 2Szukasz przytulnego mieszkania w Sosnowcu?Mamy idealną propozycję dla Ciebie! 2-pokojowe mieszkanie przy ul. Krakowskiej 2 to doskonałe miejsce dla pary lub singla.Mieszkanie składa się z:Salonu SypialniŁazienki z prysznicemOddzielnej kuchniPrzedpokojuMieszkanie jest umeblowane i wyposażone, gotowe do zamieszkania.Do mieszkania przynależy działka i garaż.Dodatkowe informacje:Kaucja zwrotna: 2500 złCzynsz najmu: 1400 zł + opłata administracyjnaObowiązuje opłata dla firmy.Lokalizacja:Mieszkanie znajduje się w świetnej lokalizacji. W pobliżu znajdują się sklepy, restauracje, apteki, szkoły i przedszkola.Komunikacja:Doskonała komunikacja z resztą miasta.Zapraszam na prezentację!Skontaktuj się z nami:Telefon: 690-323-611Email: *Niniejsze ogłoszenie nie stanowi oferty handlowej w rozumieniu przepisów kodeksu cywilnego.*Oferta wysłana z programu dla biur nieruchomości ASARI CRM ()","38,03 m²",,2,,2/2,,,,Obsługa zdalnaZapytaj,,biuro nieruchomości,brak informacji,brak informacji,brak informacji,brak informacji,brak informacji,brak informacji,nie,brak informacji,1959,brak informacji,brak informacji
